TrialCount	TrialType	ItiDuration	TactorDuration	TactorDelay	ResponseMaxDuration	StimMovementDuration	RT
1	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
2	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.214972
3	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.642909
4	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.544597
5	Tactile	0.5	0.35	1.625	0.5	2.666667	1.920988
6	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.906084
7	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9184303
8	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
9	Tactile	0.5	0.35	1.95	0.5	2.666667	2.49247
10	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.251789
11	Tactile	0.5	0.35	0.325	0.5	2.666667	0.7513084
12	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.572544
13	Visual	0.5	0.35	0.975	0.5	2.666667	null
14	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
15	Tactile	0.5	0.35	0.65	0.5	2.666667	1.002384
16	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9463463
17	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.60107
18	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.253597
19	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
20	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.628838
21	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.921341
22	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
23	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9329987
24	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.906342
25	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.450111
26	Tactile	0.5	0.35	0.65	0.5	2.666667	0.9466629
27	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
28	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.615273
29	Visual	0.5	0.35	1.3	0.5	2.666667	null
30	Tactile	0.5	0.35	0.325	0.5	2.666667	0.6130981
31	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.085449
32	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.3778
33	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6673965
34	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.254639
35	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.8766632
36	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.380211
37	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
38	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.071396
39	Tactile	0.5	0.35	0.65	0.5	2.666667	1.489716
40	Visual	0.5	0.35	0.65	0.5	2.666667	null
41	Tactile	0.5	0.35	0.325	0.5	2.666667	0.7105865
42	Tactile	0.5	0.35	0.65	0.5	2.666667	0.9884796
43	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.600189
44	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.946106
45	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.9207
46	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
47	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.685028
48	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.366592
49	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.919968
50	Tactile	0.5	0.35	1.625	0.5	2.666667	1.921341
51	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.199463
52	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.559692
53	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9745178
54	VisualCatch	0.5	0.35	0.65	0.5	2.666667	1.544571
55	VisualCatch	0.5	0.35	1.3	0.5	2.666667	null
56	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.268524
57	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.628067
58	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.25499
59	Tactile	0.5	0.35	1.95	0.5	2.666667	2.33902
60	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.653656
61	Tactile	0.5	0.35	1.625	0.5	2.666667	1.96312
62	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.670441
63	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893112
64	Tactile	0.5	0.35	0.65	0.5	2.666667	0.9749451
65	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6111603
66	Visual	0.5	0.35	1.95	0.5	2.666667	null
67	Visual	0.5	0.35	0.65	0.5	2.666667	null
68	Tactile	0.5	0.35	1.625	0.5	2.666667	1.921616
69	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6539459
70	Tactile	0.5	0.35	1.3	0.5	2.666667	1.600937
71	Visual	0.5	0.35	0.975	0.5	2.666667	null
72	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	2.031845
73	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.614044
74	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
75	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
76	VisuoTactile	0.5	0.35	1.625	0.5	0	null
77	Tactile	0.5	0.35	1.3	0.5	2.666667	3.035187
78	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.322845
79	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.92099
80	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
81	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893372
82	Visual	0.5	0.35	1.95	0.5	2.666667	null
83	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.921753
84	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.628906
85	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6116333
86	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
87	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.613861
88	Visual	0.5	0.35	0.325	0.5	2.666667	null
89	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.948059
90	Tactile	0.5	0.35	1.625	0.5	2.666667	2.074432
91	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6812134
92	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.921356
93	Visual	0.5	0.35	0.975	0.5	2.666667	null
94	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.5984802
95	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893616
96	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.324066
97	Tactile	0.5	0.35	0.975	0.5	2.666667	1.336731
98	Tactile	0.5	0.35	1.625	0.5	2.666667	1.977051
99	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.016205
100	Tactile	0.5	0.35	0.65	0.5	2.666667	0.9328003
101	VisualCatch	0.5	0.35	1.3	0.5	2.666667	0.305542
102	Tactile	0.5	0.35	1.95	0.5	2.666667	2.282654
103	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.322174
104	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
105	Visual	0.5	0.35	0.65	0.5	2.666667	null
106	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.338806
107	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.62851
108	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.35083
109	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.241394
110	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.323059
111	Visual	0.5	0.35	1.3	0.5	2.666667	null
112	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.254669
113	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
114	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
115	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.36441
116	Tactile	0.5	0.35	1.95	0.5	2.666667	2.283142
117	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.921173
118	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.227264
119	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.8076477
120	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6824036
121	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.266388
122	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.558563
123	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.558228
124	Visual	0.5	0.35	1.3	0.5	2.666667	null
125	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
126	Visual	0.5	0.35	0.65	0.5	2.666667	null
127	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.283173
128	Visual	0.5	0.35	0.65	0.5	2.666667	null
129	Tactile	0.5	0.35	1.3	0.5	2.666667	1.643463
130	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.352448
131	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.962341
132	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6258545
133	Visual	0.5	0.35	0.975	0.5	2.666667	null
134	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.296356
135	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.962616
136	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.919952
137	Tactile	0.5	0.35	1.95	0.5	2.666667	2.339478
138	Tactile	0.5	0.35	1.3	0.5	2.666667	1.642822
139	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6395874
140	Tactile	0.5	0.35	1.3	0.5	2.666667	1.6008
141	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9886475
142	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.558899
143	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.639679
144	Tactile	0.5	0.35	1.3	0.5	2.666667	1.712799
145	Tactile	0.5	0.35	0.325	0.5	2.666667	0.6269836
146	Visual	0.5	0.35	0.325	0.5	2.666667	null
147	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.3482666
148	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
149	Visual	0.5	0.35	1.95	0.5	2.666667	null
150	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.030487
151	Tactile	0.5	0.35	1.95	0.5	0	null
152	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.364807
153	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.252869
154	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893188
155	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308899
156	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.907898
157	Tactile	0.5	0.35	0.975	0.5	2.666667	1.321899
158	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.961975
159	Visual	0.5	0.35	1.95	0.5	2.666667	null
160	Visual	0.5	0.35	1.3	0.5	2.666667	null
161	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6821289
162	VisualCatch	0.5	0.35	1.3	0.5	2.666667	null
163	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9606323
164	Tactile	0.5	0.35	0.975	0.5	2.666667	1.224854
165	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
166	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6809082
167	Visual	0.5	0.35	0.325	0.5	2.666667	null
168	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.627441
169	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.296631
170	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.364624
171	Visual	0.5	0.35	1.625	0.5	2.666667	null
172	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.949158
173	Visual	0.5	0.35	1.625	0.5	2.666667	null
174	Tactile	0.5	0.35	1.95	0.5	2.666667	2.325623
175	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.141479
176	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9876709
177	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.934753
178	Tactile	0.5	0.35	0.975	0.5	2.666667	1.295227
179	Tactile	0.5	0.35	0.975	0.5	2.666667	1.350769
180	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6134033
181	Tactile	0.5	0.35	1.95	0.5	2.666667	2.324585
182	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.696167
183	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.322144
184	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6264038
185	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.280701
186	Tactile	0.5	0.35	1.3	0.5	2.666667	1.586975
187	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.04364
188	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.962341
189	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.364441
190	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.308655
191	Visual	0.5	0.35	1.3	0.5	2.666667	null
192	Visual	0.5	0.35	1.625	0.5	2.666667	null
193	Tactile	0.5	0.35	0.325	0.5	2.666667	0.6676636
194	Tactile	0.5	0.35	0.325	0.5	2.666667	0.8077393
195	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.057129
196	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.268921
197	VisualCatch	0.5	0.35	1.3	0.5	2.666667	null
198	VisualCatch	0.5	0.35	1.3	0.5	2.666667	0.4029541
199	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.419434
200	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6819458
201	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.112976
202	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.339233
203	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.321716
204	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.962524
205	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.296936
206	Tactile	0.5	0.35	0.975	0.5	2.666667	1.350464
207	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9470825
208	Tactile	0.5	0.35	1.95	0.5	2.666667	2.324951
209	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.642517
210	Tactile	0.5	0.35	0.65	0.5	2.666667	0.987915
211	Tactile	0.5	0.35	0.65	0.5	2.666667	0.9186401
212	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6541748
213	Visual	0.5	0.35	1.625	0.5	2.666667	null
214	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.615356
215	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308716
216	Tactile	0.5	0.35	1.3	0.5	2.666667	1.628418
217	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.337402
218	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.934753
219	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308777
220	Tactile	0.5	0.35	0.325	0.5	2.666667	0.6539307
221	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308228
222	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6816406
223	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.601013
224	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.294312
225	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.977234
226	VisuoTactile	0.5	0.35	0.65	0.5	0	null
227	Visual	0.5	0.35	0.975	0.5	2.666667	null
228	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.433289
229	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9326782
230	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	2.060608
231	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.241882
232	Tactile	0.5	0.35	0.325	0.5	2.666667	1.406677
233	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7103271
234	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308716
235	Tactile	0.5	0.35	1.625	0.5	2.666667	2.01825
236	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.268494
237	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.933777
238	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
239	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.268188
240	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.32251
241	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.002075
242	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7244263
243	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.682312
244	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.226807
245	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9744263
246	Tactile	0.5	0.35	0.325	0.5	2.666666	0.7515259
247	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.255005
248	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.60083
249	Tactile	0.5	0.35	0.975	0.5	2.666667	1.391968
250	Tactile	0.5	0.35	1.625	0.5	2.666667	2.019409
251	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.723877
252	Tactile	0.5	0.35	1.3	0.5	2.666667	1.851563
253	Tactile	0.5	0.35	1.625	0.5	2.666667	2.032471
254	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.241455
255	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7521973
256	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.600525
257	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.338867
258	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.86554
259	Visual	0.5	0.35	1.95	0.5	2.666667	null
260	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6541138
261	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
262	Tactile	0.5	0.35	0.975	0.5	2.666667	1.33606
263	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.016479
264	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
265	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.963196
266	Visual	0.5	0.35	0.325	0.5	2.666667	null
267	Tactile	0.5	0.35	0.65	0.5	2.666667	1.03009
268	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.698303
269	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.016052
270	Tactile	0.5	0.35	1.3	0.5	2.666667	1.781311
271	Tactile	0.5	0.35	1.95	0.5	2.666667	2.311523
272	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.378601
273	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9465332
274	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9881592
275	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9318237
276	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.600281
277	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.297241
278	Tactile	0.5	0.35	0.65	0.5	2.666667	1.113647
279	Tactile	0.5	0.35	0.975	0.5	2.666667	1.406555
280	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
281	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.349915
282	Tactile	0.5	0.35	0.325	0.5	2.666667	0.696106
283	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.628357
284	Tactile	0.5	0.35	0.975	0.5	2.666667	1.391785
285	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.310913
286	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.781921
287	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.378479
288	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6816406
289	Visual	0.5	0.35	1.625	0.5	2.666667	null
290	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.086121
291	Tactile	0.5	0.35	1.625	0.5	2.666667	2.032654
292	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.099609
293	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
294	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7102051
295	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.350464
296	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
297	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.311523
298	Visual	0.5	0.35	0.325	0.5	2.666667	null
299	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.698486
300	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.37793